id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count,director,top_billed,budget_usd,revenue_usd,runtime,budget,revenue,film_id,poster_path,backdrop_path
62,Hotarubi no Mori e,"Romance, Animation, Fantasy",ja,8.3,0,45,2011-09-17,1101,Takahiro Omori,"Izumi Sawada, Hayato Taya, Ayane Sakura, Koki Uchiyama, Shinpachi Tsuji",,,0h 45 min,,,62,https://image.tmdb.org/t/p/w500/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg,https://image.tmdb.org/t/p/w500/qknxyRgP6UTmwJ4B9tDAmzHMq7u.jpg
63,Sunset Boulevard,Drama,en,8.3,1,50,1950-08-10,2561,Billy Wilder,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Fred Clark",1752000.0,5000000.0,1h 50 min,"$1,752,000","$5,000,000",63,https://image.tmdb.org/t/p/w500/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,https://image.tmdb.org/t/p/w500/7itwVx4ucSluBZZ1vQfnZGx7LjA.jpg
64,Dead Poets Society,Drama,en,8.3,2,8,1989-06-02,11204,Peter Weir,"Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles, Gale Hansen",16400000.0,235900000.0,2h 8 min,"$16,400,000","$235,900,000",64,https://image.tmdb.org/t/p/w500/hmGAF5NDoYB6S39UONevjHCESOI.jpg,https://image.tmdb.org/t/p/w500/8Lt9ljQ5IruNXtci03Hm7VcDZKe.jpg
65,Léon: The Professional,"Crime, Drama, Action",en,8.3,1,51,1994-09-14,14719,Luc Besson,"Jean Reno, Natalie Portman, Gary Oldman, Danny Aiello, Peter Appel",16000000.0,45284974.0,1h 51 min,"$16,000,000","$45,284,974",65,https://image.tmdb.org/t/p/w500/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,https://image.tmdb.org/t/p/w500/jynfI114q3kOAbIiVjVfFFmttU2.jpg
66,Dedicated to my ex,"Drama, Comedy",es,8.3,1,34,2019-11-01,501,Jorge Ulloa,"Raúl Santana, Nataly Valencia, Carlos Alcántara, Biassini Segura, Mariana Treviño",,1315376.0,1h 34 min,,"$1,315,376",66,https://image.tmdb.org/t/p/w500/xc4bTXVwYNXi10jG9dwcaYt5IpU.jpg,https://image.tmdb.org/t/p/w500/1fOsyhVz5qyX2rl1qqX6KImVhTx.jpg
67,The Great Dictator,"Comedy, War",en,8.3,2,5,1940-10-15,3353,Charlie Chaplin,"Charlie Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner, Henry Daniell",2000000.0,11000000.0,2h 5 min,"$2,000,000","$11,000,000",67,https://image.tmdb.org/t/p/w500/x0L9EQuQRsIrnov5aiHXrRegaGI.jpg,https://image.tmdb.org/t/p/w500/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg
68,The Count of Monte-Cristo,"Action, Adventure, Drama, History, Romance, Thriller",fr,8.3,2,58,2024-06-28,772,Alexandre de La Patellière,"Pierre Niney, Bastien Bouillon, Anaïs Demoustier, Anamaria Vartolomei, Laurent Lafitte",46700000.0,73924182.0,2h 58 min,"$46,700,000","$73,924,182",68,https://image.tmdb.org/t/p/w500/zw4kV7npGtaqvUxvJE9IdqdFsNc.jpg,https://image.tmdb.org/t/p/w500/llIXQAndg5kB6SWlp6ouUdO7Zxd.jpg
69,Neon Genesis Evangelion: The End of Evangelion,"Animation, Science Fiction, Action, Drama",ja,8.3,1,27,1997-07-19,1590,Kazuya Tsurumaki,"Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Yuko Miyamura, Fumihiko Tachiki",,20563523.0,1h 27 min,,"$20,563,523",69,https://image.tmdb.org/t/p/w500/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,https://image.tmdb.org/t/p/w500/xLMJCCSatxENpHO9rLW9yD8A12C.jpg
70,Ikiru,Drama,ja,8.3,2,23,1952-10-09,1126,Akira Kurosawa,"Takashi Shimura, Haruo Tanaka, Nobuo Kaneko, Bokuzen Hidari, Miki Odagiri",,55240.0,2h 23 min,,"$55,240",70,https://image.tmdb.org/t/p/w500/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg,https://image.tmdb.org/t/p/w500/stiGp1XzkLSYdUUEWTyQOZRkr49.jpg
71,Modern Times,"Comedy, Drama, Romance",en,8.3,1,27,1936-02-05,3676,Charlie Chaplin,"Charlie Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin",1500000.0,1800000.0,1h 27 min,"$1,500,000","$1,800,000",71,https://image.tmdb.org/t/p/w500/9baQjJ85LKQZFFpNWR563SsK2rz.jpg,https://image.tmdb.org/t/p/w500/kSlO1pHpwQfPQdgVPr7dJiJNtJ8.jpg
72,Once Upon a Time in the West,"Drama, Western",it,8.3,2,46,1968-12-21,4312,Sergio Leone,"Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson, Gabriele Ferzetti",5000000.0,5380118.0,2h 46 min,"$5,000,000","$5,380,118",72,https://image.tmdb.org/t/p/w500/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,https://image.tmdb.org/t/p/w500/P3dkkDkRCd1CU7MT1cs0mGmH1s.jpg
73,City Lights,"Comedy, Drama, Romance",en,8.3,1,27,1931-02-06,2152,Charlie Chaplin,"Charlie Chaplin, Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia",1500000.0,4250000.0,1h 27 min,"$1,500,000","$4,250,000",73,https://image.tmdb.org/t/p/w500/ugmakEL5y294I5bXgiBqApuZpwc.jpg,https://image.tmdb.org/t/p/w500/n0Cju2Eu3VyrUFl32thblHFWznA.jpg
74,The Intouchables,"Drama, Comedy",fr,8.3,1,53,2011-11-02,17150,Olivier Nakache,"François Cluzet, Omar Sy, Dominique Henry, Anne Le Ny, Clotilde Mollet",13000000.0,426590315.0,1h 53 min,"$13,000,000","$426,590,315",74,https://image.tmdb.org/t/p/w500/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,https://image.tmdb.org/t/p/w500/bGksau9GGu0uJ8DJQ8DYc9JW5LM.jpg
75,Apocalypse Now,"Drama, War",en,8.3,2,27,1979-08-15,8184,Francis Ford Coppola,"Martin Sheen, Frederic Forrest, Albert Hall, Laurence Fishburne, Sam Bottoms",31500000.0,150000000.0,2h 27 min,"$31,500,000","$150,000,000",75,https://image.tmdb.org/t/p/w500/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,https://image.tmdb.org/t/p/w500/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg
76,It's a Wonderful Life,"Drama, Family, Fantasy",en,8.3,2,10,1946-12-20,4256,Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers",3180000.0,9644124.0,2h 10 min,"$3,180,000","$9,644,124",76,https://image.tmdb.org/t/p/w500/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,https://image.tmdb.org/t/p/w500/3q35nBLCIdEbxYfsr7D5ocYQXKz.jpg
77,Violet Evergarden: The Movie,"Animation, Fantasy, Romance, Drama",ja,8.3,2,20,2020-09-18,404,Taichi Ishidate,"Yui Ishikawa, Daisuke Namikawa, Takehito Koyasu, Hidenobu Kiuchi, Haruka Tomatsu",,20339624.0,2h 20 min,,"$20,339,624",77,https://image.tmdb.org/t/p/w500/A9R6bukzzRmOzxvDQsXdQpeNm8l.jpg,https://image.tmdb.org/t/p/w500/aLqtWLA6NQHBwQHvHDq5z4EKUm0.jpg
78,Paths of Glory,"War, Drama, History",en,8.3,1,28,1957-10-25,2886,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready, Wayne Morris",935000.0,1200000.0,1h 28 min,"$935,000","$1,200,000",78,https://image.tmdb.org/t/p/w500/tJXwtzOSNUC8dxJfrdvkNtGrrgW.jpg,https://image.tmdb.org/t/p/w500/354kfjVb96mtFALMhBE6jzHGiA2.jpg
79,"The Boy, the Mole, the Fox and the Horse","Animation, Family, Adventure, Fantasy",en,8.3,0,35,2022-12-25,565,Charlie Mackesy,"Jude Coward Nicoll, Tom Hollander, Idris Elba, Gabriel Byrne",,,0h 35 min,,,79,https://image.tmdb.org/t/p/w500/aBBJRyS17TIrdXih3uSYvPAR3Ua.jpg,https://image.tmdb.org/t/p/w500/jGKQks1bd3rmltqaXbEbS9DnsPv.jpg
80,"Josee, the Tiger and the Fish","Animation, Drama, Romance",ja,8.3,1,38,2020-12-25,462,Kotaro Tamura,"Taishi Nakagawa, Kaya Kiyohara, Yume Miyamoto, Kazuyuki Okitsu, Lynn",,,1h 38 min,,,80,https://image.tmdb.org/t/p/w500/xAbSLi61npWyVs5M0yxin3dKcGO.jpg,https://image.tmdb.org/t/p/w500/i1GT0e6Crg6UezT3ibXnMS3pBAd.jpg
81,Miracle in Cell No. 7,Drama,tr,8.3,2,12,2019-10-10,4392,Mehmet Ada Öztekin,"Aras Bulut İynemli, Nisa Sofiya Aksongur, İlker Aksum, Mesut Akusta, Yıldıray Şahinler",10000000.0,28000000.0,2h 12 min,"$10,000,000","$28,000,000",81,https://image.tmdb.org/t/p/w500/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,https://image.tmdb.org/t/p/w500/inEy3A5OPgeYW4rjRiGycfEeQzA.jpg
82,Given,"Animation, Drama, Music, Romance",ja,8.3,1,0,2020-08-22,377,Hikaru Yamaguchi,"Takuya Eguchi, Masatomo Nakazawa, Shogo Yano, Yuma Uchida, Shintaro Asanuma",,,1h 0 min,,,82,https://image.tmdb.org/t/p/w500/3trPz7muDOv4AHjDZiD3MLGls2Q.jpg,https://image.tmdb.org/t/p/w500/u1wHUA0R48FH4WV3sGqjwx3aNZm.jpg
83,The Legend of 1900,"Drama, Music",it,8.3,2,50,1998-10-28,2238,Giuseppe Tornatore,"Tim Roth, Pruitt Taylor Vince, Mélanie Thierry, Bill Nunn, Gabriele Lavia",9000000.0,21057208.0,2h 50 min,"$9,000,000","$21,057,208",83,https://image.tmdb.org/t/p/w500/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg,https://image.tmdb.org/t/p/w500/6rmb35g7XoMCMQtnbH0rUecFZlV.jpg
84,Le Trou,"Drama, Thriller, Crime",fr,8.3,2,12,1960-03-18,469,Jacques Becker,"Michel Constantin, Jean Keraudy, Philippe Leroy, Raymond Meunier, Marc Michel",,33187.0,2h 12 min,,"$33,187",84,https://image.tmdb.org/t/p/w500/8kxtOm7D992iAaOzUoWmNQwbXjs.jpg,https://image.tmdb.org/t/p/w500/f72GEQF2lKsdmEULSI9bWCbQylH.jpg
85,We All Loved Each Other So Much,"Drama, Comedy",it,8.3,2,4,1974-12-21,548,Ettore Scola,"Nino Manfredi, Vittorio Gassman, Stefania Sandrelli, Stefano Satta Flores, Giovanna Ralli",,,2h 4 min,,,85,https://image.tmdb.org/t/p/w500/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,https://image.tmdb.org/t/p/w500/2Kkqmy3EpXqBDqv1vvsNXX3pwww.jpg
86,Clouds,"Music, Drama, Romance",en,8.3,2,1,2020-10-09,1002,Justin Baldoni,"Fin Argus, Sabrina Carpenter, Madison Iseman, Neve Campbell, Tom Everett Scott",,,2h 1 min,,,86,https://image.tmdb.org/t/p/w500/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,https://image.tmdb.org/t/p/w500/nbAbAk80aWCpOS5kOPYJ1L9kE1R.jpg
87,The Lion King,"Family, Animation, Drama",en,8.3,1,29,1994-06-24,18209,Roger Allers,"Matthew Broderick, Moira Kelly, Nathan Lane, Ernie Sabella, James Earl Jones",45000000.0,763455561.0,1h 29 min,"$45,000,000","$763,455,561",87,https://image.tmdb.org/t/p/w500/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,https://image.tmdb.org/t/p/w500/wXfAvsPZqBDJ8U78F2IAzsUxtNh.jpg
88,Oldboy,"Drama, Thriller, Mystery, Action",ko,8.3,2,0,2003-11-21,8630,Park Chan-wook,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jung, Kim Byeong-ok, Ji Dae-han",3000000.0,17500000.0,2h 0 min,"$3,000,000","$17,500,000",88,https://image.tmdb.org/t/p/w500/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,https://image.tmdb.org/t/p/w500/sdwjQEM869JFwMytTmvr6ggvaUl.jpg
89,Life in a Year,"Drama, Romance",en,8.3,1,47,2020-11-27,1872,Mitja Okorn,"Jaden Smith, Cara Delevingne, Cuba Gooding Jr., Chris D'Elia, JT Neal",,,1h 47 min,,,89,https://image.tmdb.org/t/p/w500/bP7u19opmHXYeTCUwGjlLldmUMc.jpg,https://image.tmdb.org/t/p/w500/88J6waYVTta8Qz3iX3qUeWNA5d5.jpg
90,Five Feet Apart,"Romance, Drama",en,8.3,1,56,2019-03-14,5581,Justin Baldoni,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hebert Gregory, Parminder Nagra",7000000.0,92600000.0,1h 56 min,"$7,000,000","$92,600,000",90,https://image.tmdb.org/t/p/w500/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,https://image.tmdb.org/t/p/w500/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg
91,Come and See,"Drama, War",ru,8.3,2,22,1985-10-17,1475,Elem Klimov,"Aleksei Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas, Jüri Lumiste",,20929648.0,2h 22 min,,"$20,929,648",91,https://image.tmdb.org/t/p/w500/qNbMsKVzigERgJUbwf8pKyZogpb.jpg,https://image.tmdb.org/t/p/w500/6C1U0cKK5zGjyUSwNc5GLSVCr7Y.jpg
92,Avengers: Endgame,"Adventure, Science Fiction, Action",en,8.2,3,1,2019-04-24,25551,Joe Russo,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson",356000000.0,2799439100.0,3h 1 min,"$356,000,000","$2,799,439,100",92,https://image.tmdb.org/t/p/w500/or06FN3Dka5tukK1e9sl16pB3iy.jpg,https://image.tmdb.org/t/p/w500/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg
93,Evangelion: 3.0+1.0 Thrice Upon a Time,"Animation, Action, Science Fiction, Drama",ja,8.2,2,35,2021-03-08,806,Kazuya Tsurumaki,"Megumi Ogata, Yuko Miyamura, Maaya Sakamoto, Megumi Hayashibara, Kotono Mitsuishi",29700000.0,93882453.0,2h 35 min,"$29,700,000","$93,882,453",93,https://image.tmdb.org/t/p/w500/md5wZRRj8biHrGtyitgBZo7674t.jpg,https://image.tmdb.org/t/p/w500/1EAxNqdkVnp48a7NUuNBHGflowM.jpg
94,Avengers: Infinity War,"Adventure, Action, Science Fiction",en,8.2,2,29,2018-04-25,29662,Anthony Russo,"Robert Downey Jr., Chris Evans, Chris Hemsworth, Josh Brolin, Mark Ruffalo",300000000.0,2052415039.0,2h 29 min,"$300,000,000","$2,052,415,039",94,https://image.tmdb.org/t/p/w500/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,https://image.tmdb.org/t/p/w500/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg
95,Klaus,"Animation, Family, Adventure, Comedy, Fantasy",en,8.2,1,36,2019-11-08,3979,Sergio Pablos,"Jason Schwartzman, J.K. Simmons, Rashida Jones, Joan Cusack, Norm Macdonald",,,1h 36 min,,,95,https://image.tmdb.org/t/p/w500/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,https://image.tmdb.org/t/p/w500/mlxKite1x1PgmIhJgAxNS9eHmH8.jpg
96,Green Book,"Drama, History",en,8.2,2,10,2018-11-16,11527,Peter Farrelly,"Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco, Dimiter D. Marinov",23000000.0,319700000.0,2h 10 min,"$23,000,000","$319,700,000",96,https://image.tmdb.org/t/p/w500/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,https://image.tmdb.org/t/p/w500/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg
97,Mommy,Drama,fr,8.2,2,18,2014-09-19,2702,Xavier Dolan,"Anne Dorval, Suzanne Clément, Antoine Olivier Pilon, Patrick Huard, Alexandre Goyette",4900000.0,3494070.0,2h 18 min,"$4,900,000","$3,494,070",97,https://image.tmdb.org/t/p/w500/3zyQtPg3avKprmJP2gBiYgyWUQC.jpg,https://image.tmdb.org/t/p/w500/dIHezuC3AmylT8mkXQiWSjz2wJR.jpg
98,Rascal Does Not Dream of a Dreaming Girl,"Animation, Romance, Drama, Fantasy",ja,8.2,1,30,2019-06-15,520,Soichi Masui,"Kaito Ishikawa, Asami Seto, Yurika Kubo, Nao Toyama, Atsumi Tanezaki",,,1h 30 min,,,98,https://image.tmdb.org/t/p/w500/gsRpizQa3fw1um8v7EvFVXvxD6u.jpg,https://image.tmdb.org/t/p/w500/tyxqfALuq02khuKNCwmeMxrqt8T.jpg
99,Wolf Children,"Animation, Family, Drama, Fantasy",ja,8.2,1,57,2012-07-21,2275,Mamoru Hosoda,"Haru Kuroki, Yukito Nishii, Aoi Miyazaki, Takao Osawa, Momoka Ohno",,55060661.0,1h 57 min,,"$55,060,661",99,https://image.tmdb.org/t/p/w500/3Nllh6JgcrFdtOn6iFOWHudNInd.jpg,https://image.tmdb.org/t/p/w500/eNWjMbuhGxJdzaIY9ZZ2KvWx2sQ.jpg
100,Wolfwalkers,"Animation, Family, Adventure, Fantasy",en,8.2,1,43,2020-10-26,1182,Tomm Moore,"Honor Kneafsey, Eva Whittaker, Sean Bean, Simon McBurney, Tommy Tiernan",12000000.0,1310720.0,1h 43 min,"$12,000,000","$1,310,720",100,https://image.tmdb.org/t/p/w500/53VE3Iv9NiCOJfFMWwQuRUQMaXZ.jpg,https://image.tmdb.org/t/p/w500/yeJhRNtE4XW2lOoVVFO9iuDr3AL.jpg
101,I Want to Eat Your Pancreas,"Animation, Drama, Romance",ja,8.2,1,48,2018-09-01,1539,Shinichiro Ushijima,"Mahiro Takasugi, Lynn, Yukiyo Fujii, Yuma Uchida, Jun Fukushima",,33748006.0,1h 48 min,,"$33,748,006",101,https://image.tmdb.org/t/p/w500/qDWA7fB4cZ4sBP6YgwlxvraDHi7.jpg,https://image.tmdb.org/t/p/w500/YLyORLsYIjC0d1TFBSpJKk7piP.jpg
102,Il Sorpasso,"Drama, Comedy",it,8.2,1,45,1962-12-05,739,Dino Risi,"Vittorio Gassman, Jean-Louis Trintignant, Catherine Spaak, Claudio Gora, Luciana Angiolillo",,,1h 45 min,,,102,https://image.tmdb.org/t/p/w500/4h1ckrJQVcQYjeOkqS8i9BqZ9MI.jpg,https://image.tmdb.org/t/p/w500/uUrV5KSjnZx47Dq7e6STr73iN4N.jpg
103,Puss in Boots: The Last Wish,"Animation, Adventure, Fantasy, Comedy, Family",en,8.2,1,43,2022-11-26,7715,Joel Crawford,"Antonio Banderas, Salma Hayek Pinault, Harvey Guillén, Wagner Moura, Florence Pugh",90000000.0,484700000.0,1h 43 min,"$90,000,000","$484,700,000",103,https://image.tmdb.org/t/p/w500/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,https://image.tmdb.org/t/p/w500/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg
104,Justice League Dark: Apokolips War,"Animation, Action, Science Fiction",en,8.2,1,30,2020-05-05,1450,Matt Peters,"Matt Ryan, Jerry O'Connell, Taissa Farmiga, Jason O'Mara, Rosario Dawson",,,1h 30 min,,,104,https://image.tmdb.org/t/p/w500/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg,https://image.tmdb.org/t/p/w500/sQkRiQo3nLrQYMXZodDjNUJKHZV.jpg
105,Inglourious Basterds,"Drama, Thriller, War",en,8.2,2,33,2009-08-02,22160,Quentin Tarantino,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender",70000000.0,321457747.0,2h 33 min,"$70,000,000","$321,457,747",105,https://image.tmdb.org/t/p/w500/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,https://image.tmdb.org/t/p/w500/1Jpkm9qZcsT0mSyVXgs4VlGjPNI.jpg
106,The Matrix,"Action, Science Fiction",en,8.2,2,16,1999-03-31,25581,Lana Wachowski,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster",63000000.0,463517383.0,2h 16 min,"$63,000,000","$463,517,383",106,https://image.tmdb.org/t/p/w500/p96dm7sCMn4VYAStA6siNz30G1r.jpg,https://image.tmdb.org/t/p/w500/lrtSb1skJayPydZk0OSMAKjBOVe.jpg
107,The Handmaiden,"Thriller, Drama, Romance",ko,8.2,2,25,2016-06-01,3718,Park Chan-wook,"Kim Min-hee, Kim Tae-ri, Ha Jung-woo, Cho Jin-woong, Kim Hae-sook",8575000.0,38600000.0,2h 25 min,"$8,575,000","$38,600,000",107,https://image.tmdb.org/t/p/w500/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,https://image.tmdb.org/t/p/w500/jlMic05JZQQY7t7DhXoYKaRHh2b.jpg
108,Saving Private Ryan,"Drama, History, War",en,8.2,2,49,1998-07-24,15764,Steven Spielberg,"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper, Adam Goldberg",70000000.0,481840909.0,2h 49 min,"$70,000,000","$481,840,909",108,https://image.tmdb.org/t/p/w500/AdpcyHDrwxUuBi6OCSvNbAmRLKK.jpg,https://image.tmdb.org/t/p/w500/rW2xRFlJRbTnBJlQTSjQmjevIwb.jpg
109,Gladiator,"Action, Drama, Adventure",en,8.2,2,35,2000-05-04,18446,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris",103000000.0,465361176.0,2h 35 min,"$103,000,000","$465,361,176",109,https://image.tmdb.org/t/p/w500/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,https://image.tmdb.org/t/p/w500/vlAVk0rdG6oyZ8by6bkE9rFVACf.jpg
110,The Shining,"Horror, Thriller",en,8.2,2,24,1980-05-23,17399,Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson",19000000.0,44781695.0,2h 24 min,"$19,000,000","$44,781,695",110,https://image.tmdb.org/t/p/w500/nRj5511mZdTl4saWEPoj9QroTIu.jpg,https://image.tmdb.org/t/p/w500/mmd1HnuvAzFc4iuVJcnBrhDNEKr.jpg
111,The Help,Drama,en,8.2,2,26,2011-08-09,8228,Tate Taylor,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain",25000000.0,216600000.0,2h 26 min,"$25,000,000","$216,600,000",111,https://image.tmdb.org/t/p/w500/7XLSwxpfpPoJyTdJVot6a42TS2V.jpg,https://image.tmdb.org/t/p/w500/wyvUmyzqGOBDyqLHRSukGDjI7bH.jpg
112,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Animation, Action, Fantasy, Thriller",ja,8.2,1,57,2020-10-16,3925,Haruo Sotozaki,"Natsuki Hanae, Akari Kito, Hiro Shimono, Yoshitsugu Matsuoka, Satoshi Hino",15700000.0,507119058.0,1h 57 min,"$15,700,000","$507,119,058",112,https://image.tmdb.org/t/p/w500/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,https://image.tmdb.org/t/p/w500/qjGrUmKW78MCFG8PTLDBp67S27p.jpg
113,Witness for the Prosecution,"Drama, Mystery, Crime",en,8.2,1,56,1957-12-17,1389,Billy Wilder,"Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester, John Williams",3000000.0,9000000.0,1h 56 min,"$3,000,000","$9,000,000",113,https://image.tmdb.org/t/p/w500/mM5Cad2ESBprh6ucPnMzMfI34Cu.jpg,https://image.tmdb.org/t/p/w500/ppKDBRK4TMHxjLPRGx3MQEtJWC0.jpg
114,Coco,"Family, Animation, Music, Adventure",en,8.2,1,45,2017-10-27,19414,Lee Unkrich,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renee Victor",175000000.0,807816196.0,1h 45 min,"$175,000,000","$807,816,196",114,https://image.tmdb.org/t/p/w500/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,https://image.tmdb.org/t/p/w500/askg3SMvhqEl4OL52YuvdtY40Yb.jpg
115,Woman in the Dunes,"Drama, Thriller",ja,8.2,2,27,1964-02-15,439,Hiroshi Teshigahara,"Eiji Okada, Kyôko Kishida, Hiroko Itō, Kōji Mitsui",,,2h 27 min,,,115,https://image.tmdb.org/t/p/w500/rE6vtXBDXy3cjyFmxfsDese0Eo4.jpg,https://image.tmdb.org/t/p/w500/oOM2JzhVBjWyZFHW2iBQQ8A3znY.jpg
116,Star Wars,"Adventure, Action, Science Fiction",en,8.2,2,1,1977-05-25,20535,George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness",11000000.0,775398007.0,2h 1 min,"$11,000,000","$775,398,007",116,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,https://image.tmdb.org/t/p/w500/zqkmTXzjkAgXmEWLRsY4UpTWCeo.jpg
117,Shutter Island,"Drama, Thriller, Mystery",en,8.2,2,18,2010-02-14,23865,Martin Scorsese,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams",80000000.0,294804195.0,2h 18 min,"$80,000,000","$294,804,195",117,https://image.tmdb.org/t/p/w500/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,https://image.tmdb.org/t/p/w500/rbZvGN1A1QyZuoKzhCw8QPmf2q0.jpg
118,The Prestige,"Drama, Mystery, Science Fiction",en,8.2,2,10,2006-10-17,15957,Christopher Nolan,"Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo, Rebecca Hall",40000000.0,109676311.0,2h 10 min,"$40,000,000","$109,676,311",118,https://image.tmdb.org/t/p/w500/tRNlZbgNCNOpLpbPEz5L8G8A0JN.jpg,https://image.tmdb.org/t/p/w500/xBDE2d6HM1aBKQRu4IT7SfPD9fs.jpg
119,The Apartment,"Comedy, Drama, Romance",en,8.2,2,5,1960-06-21,2276,Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, Jack Kruschen",3000000.0,25000000.0,2h 5 min,"$3,000,000","$25,000,000",119,https://image.tmdb.org/t/p/w500/mQFw91P5t4cT199BGQDzjVJcSUl.jpg,https://image.tmdb.org/t/p/w500/rzdQXrK37OBArogzCk7inEaW0mS.jpg
120,Out of the Clear Blue Sky,"Comedy, Drama, Music",es,8.2,1,52,2019-12-24,343,Pepe Bojórquez,"Omar Chaparro, Ana Claudia Talancón, Stephanie Cayo, Lupita Sandoval, Yare Santana",,,1h 52 min,,,120,https://image.tmdb.org/t/p/w500/xg6QZdlHrq2dtSK8cfnQQMnmpeY.jpg,https://image.tmdb.org/t/p/w500/o33acwn7KliNpJRbjy4FrMSpiQ9.jpg
121,Top Gun: Maverick,"Action, Drama",en,8.2,2,11,2022-05-21,9166,Joseph Kosinski,"Tom Cruise, Miles Teller, Monica Barbaro, Lewis Pullman, Jay Ellis",170000000.0,1488732821.0,2h 11 min,"$170,000,000","$1,488,732,821",121,https://image.tmdb.org/t/p/w500/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,https://image.tmdb.org/t/p/w500/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg
122,Maquia: When the Promised Flower Blooms,"Animation, Fantasy, Drama, Adventure",ja,8.2,1,55,2018-02-24,625,Mari Okada,"Manaka Iwami, Miyu Irino, Yuuki Sakurai, Ai Kayano, Yuki Kaji",,4345395.0,1h 55 min,,"$4,345,395",122,https://image.tmdb.org/t/p/w500/uEHRrl6M5MekLNMg0xHvoWnxxi6.jpg,https://image.tmdb.org/t/p/w500/5nkKy7eEDsXqsxFLJy3GxZhE90J.jpg
